created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2018-04-12 11:54:46 UTC,261,172.0,68.0,2213.0,0.1,21.7,67.62,-510.0,22.15
2018-04-12 12:04:45 UTC,262,190.0,77.0,2428.0,0.1,21.65,67.71,-511.0,22.09
2018-04-12 12:14:44 UTC,263,222.0,89.0,2845.0,0.11,20.93,70.08,-510.0,22.09
2018-04-12 12:24:43 UTC,264,279.0,113.0,3565.0,0.09,21.46,70.07,-510.0,22.09
2018-04-12 12:34:43 UTC,265,360.0,145.0,4608.0,0.14,21.2,70.36,-510.0,22.09
2018-04-12 12:44:43 UTC,266,411.0,163.0,5283.0,0.14,21.84,68.93,-511.0,22.09
2018-04-12 12:54:41 UTC,267,490.0,194.0,6302.0,0.18,21.66,69.02,-511.0,22.09
2018-04-12 13:04:41 UTC,268,538.0,216.0,6892.0,0.19,21.56,68.46,-512.0,22.09
2018-04-12 13:14:40 UTC,269,609.0,246.0,7788.0,0.22,21.69,68.82,-512.0,22.09
2018-04-12 13:24:40 UTC,270,702.0,286.0,8955.0,0.23,21.95,69.58,-512.0,22.09
2018-04-12 13:34:40 UTC,271,840.0,349.0,10655.0,0.26,22.21,68.42,-513.0,22.09
2018-04-12 13:44:40 UTC,272,1121.0,462.0,14253.0,0.37,22.14,68.76,-513.0,22.09
2018-04-12 13:54:40 UTC,273,1353.0,550.0,17271.0,0.43,22.27,67.98,-513.0,22.09
2018-04-12 14:04:40 UTC,274,1525.0,616.0,19502.0,0.51,22.22,67.4,-512.0,22.15
2018-04-12 14:14:40 UTC,275,1706.0,682.0,21881.0,0.52,22.34,67.75,-512.0,22.15
2018-04-12 14:24:41 UTC,276,1732.0,695.0,22191.0,0.55,22.64,67.39,-512.0,22.2
2018-04-12 14:34:42 UTC,277,1848.0,740.0,23691.0,0.6,23.32,65.9,-511.0,22.2
2018-04-12 14:44:42 UTC,278,1902.0,754.0,24452.0,0.59,23.6,64.64,-511.0,22.25
2018-04-12 14:54:43 UTC,279,1926.0,758.0,24811.0,0.59,23.56,65.36,-509.0,22.31
2018-04-12 15:04:44 UTC,280,1961.0,769.0,25287.0,0.6,22.84,66.62,-507.0,22.36
2018-04-12 15:14:45 UTC,281,2004.0,791.0,25795.0,0.64,22.46,67.08,-506.0,22.42
2018-04-12 15:24:47 UTC,282,1911.0,762.0,24528.0,0.6,22.6,69.68,-506.0,22.42
2018-04-12 15:34:48 UTC,283,2369.0,934.0,30503.0,0.76,21.53,72.88,-504.0,22.47
2018-04-12 15:44:49 UTC,284,1742.0,688.0,22419.0,0.55,21.21,73.51,-503.0,22.52
2018-04-12 15:54:50 UTC,285,2248.0,879.0,29011.0,0.72,22.63,68.98,-502.0,22.58
2018-04-12 16:04:51 UTC,286,3021.0,1210.0,29011.0,0.88,22.83,70.08,-502.0,22.58
2018-04-12 16:14:53 UTC,287,3162.0,1774.0,29011.0,1.31,22.96,67.72,-500.0,22.69
2018-04-12 16:24:55 UTC,288,3233.0,1703.0,29011.0,1.28,24.34,64.96,-497.0,22.74
2018-04-12 16:34:59 UTC,289,3233.0,4936.0,847.0,3.05,24.59,63.33,-495.0,22.85
2018-04-12 16:45:03 UTC,290,3233.0,4936.0,847.0,3.69,24.76,64.89,-492.0,23.01
2018-04-12 16:55:10 UTC,291,3492.0,1444.0,-21181.0,0.99,24.21,63.97,-486.0,23.17
2018-04-12 17:05:15 UTC,292,3096.0,1215.0,-25622.0,0.87,23.1,67.03,-483.0,23.34
2018-04-12 17:15:19 UTC,293,302.0,4634.0,1002.0,2.18,24.28,64.83,-484.0,23.44
2018-04-12 17:25:24 UTC,294,151.0,4785.0,924.0,2.18,24.83,64.96,-479.0,23.66
2018-04-12 17:35:30 UTC,295,0.0,4936.0,847.0,3.95,25.74,61.0,-477.0,23.88
2018-04-12 17:45:37 UTC,296,412.0,4524.0,1059.0,2.06,24.99,61.88,-472.0,24.09
2018-04-12 17:55:44 UTC,297,0.0,4936.0,847.0,3.25,24.5,63.23,-469.0,24.36
2018-04-12 18:05:51 UTC,298,0.0,4936.0,847.0,2.47,25.03,60.5,-467.0,24.58
2018-04-12 18:15:59 UTC,299,0.0,4936.0,847.0,3.09,25.83,60.87,-464.0,24.8
2018-04-12 18:26:06 UTC,300,2374.0,889.0,30991.0,0.67,24.25,65.0,-463.0,24.96
2018-04-12 18:36:11 UTC,301,1592.0,3344.0,5638.0,1.69,24.14,62.54,-466.0,25.07
2018-04-12 18:46:15 UTC,302,3358.0,1253.0,5638.0,0.99,24.35,62.28,-466.0,25.12
2018-04-12 18:56:19 UTC,303,2146.0,836.0,27722.0,0.58,23.19,63.61,-467.0,25.17
2018-04-12 19:06:22 UTC,304,1401.0,570.0,17880.0,0.52,23.74,62.87,-469.0,25.23
2018-04-12 19:16:24 UTC,305,2933.0,1160.0,17880.0,0.92,24.41,62.25,-470.0,25.23
2018-04-12 19:26:27 UTC,306,2248.0,874.0,29056.0,0.71,24.74,60.99,-471.0,25.23
2018-04-12 19:36:29 UTC,307,1772.0,699.0,22812.0,0.56,24.96,59.88,-471.0,25.28
2018-04-12 19:46:34 UTC,308,2509.0,1013.0,32090.0,0.73,23.46,66.74,-472.0,25.23
2018-04-12 19:56:34 UTC,309,1597.0,622.0,20631.0,0.46,23.96,65.66,-472.0,25.23
2018-04-12 20:06:36 UTC,310,1335.0,538.0,17084.0,0.4,23.36,67.27,-473.0,25.17
2018-04-12 20:16:38 UTC,311,1413.0,559.0,18176.0,0.41,23.48,67.2,-474.0,25.17
2018-04-12 20:26:40 UTC,312,1270.0,503.0,16331.0,0.25,23.71,67.43,-474.0,25.17
2018-04-12 20:36:42 UTC,313,861.0,336.0,11117.0,0.24,22.74,68.25,-475.0,25.17
2018-04-12 20:46:43 UTC,314,530.0,207.0,6842.0,0.14,24.21,65.49,-476.0,25.12
2018-04-12 20:56:44 UTC,315,485.0,187.0,6283.0,0.14,24.21,64.81,-475.0,25.12
2018-04-12 21:06:46 UTC,316,417.0,165.0,5364.0,0.14,23.85,67.09,-476.0,25.07
2018-04-12 21:16:46 UTC,317,399.0,158.0,5131.0,0.22,23.6,67.85,-476.0,25.01
2018-04-12 21:26:48 UTC,318,395.0,153.0,5111.0,0.13,22.27,72.29,-477.0,25.01
2018-04-12 21:36:48 UTC,319,369.0,143.0,4774.0,0.12,22.05,73.37,-478.0,24.96
2018-04-12 21:46:48 UTC,320,320.0,127.0,4113.0,0.1,23.13,70.06,-478.0,24.9
2018-04-12 21:56:48 UTC,321,304.0,122.0,3895.0,0.09,23.78,67.5,-479.0,24.85
2018-04-12 22:06:49 UTC,322,248.0,96.0,3209.0,0.09,23.31,68.92,-479.0,24.85
2018-04-12 22:16:49 UTC,323,206.0,75.0,2709.0,0.09,23.41,68.66,-479.0,24.8
2018-04-12 22:26:49 UTC,324,174.0,62.0,2300.0,0.05,23.52,68.95,-479.0,24.69
2018-04-12 22:36:49 UTC,325,153.0,56.0,2009.0,0.05,23.54,68.47,-481.0,24.69
2018-04-12 22:46:50 UTC,326,110.0,42.0,1429.0,0.04,23.34,67.99,-482.0,24.63
2018-04-12 22:56:50 UTC,327,58.0,26.0,719.0,0.04,23.61,68.14,-482.0,24.58
2018-04-12 23:06:50 UTC,328,17.0,6.0,225.0,-0.01,23.24,69.16,-482.0,24.58
2018-04-12 23:16:50 UTC,329,3.0,2.0,31.0,-0.01,22.99,69.67,-482.0,24.53
2018-04-12 23:26:50 UTC,330,0.0,0.0,0.0,-0.01,22.68,69.76,-483.0,24.47
2018-04-12 23:36:49 UTC,331,0.0,0.0,0.0,-0.01,23.13,67.88,-483.0,24.42
2018-04-12 23:46:49 UTC,332,0.0,0.0,0.0,0.02,23.04,68.37,-483.0,24.36
2018-04-12 23:56:49 UTC,333,0.0,0.0,0.0,-0.01,23.11,68.39,-484.0,24.31
2018-04-13 00:06:49 UTC,334,0.0,0.0,0.0,0.02,23.23,67.73,-485.0,24.31
2018-04-13 00:16:49 UTC,335,0.0,0.0,0.0,0.02,22.72,69.03,-484.0,24.26
2018-04-13 00:26:49 UTC,336,0.0,0.0,0.0,0.02,22.3,68.9,-485.0,24.2
2018-04-13 00:36:48 UTC,337,0.0,0.0,0.0,0.02,22.11,69.47,-486.0,24.15
2018-04-13 00:46:48 UTC,338,0.0,0.0,0.0,0.0,22.38,67.35,-486.0,24.09
2018-04-13 00:56:48 UTC,339,0.0,0.0,0.0,0.0,23.21,65.66,-486.0,24.04
2018-04-13 01:06:47 UTC,340,0.0,0.0,0.0,-0.01,21.93,68.27,-487.0,23.98
2018-04-13 01:16:47 UTC,341,0.0,0.0,0.0,-0.01,22.24,68.07,-488.0,23.98
2018-04-13 01:26:46 UTC,342,0.0,0.0,0.0,-0.01,22.52,67.24,-488.0,23.93
2018-04-13 01:36:45 UTC,343,0.0,0.0,0.0,-0.01,22.43,67.32,-488.0,23.88
2018-04-13 01:46:45 UTC,344,0.0,0.0,0.0,0.0,21.75,68.7,-489.0,23.82
2018-04-13 01:56:44 UTC,345,0.0,0.0,0.0,-0.01,21.69,68.1,-488.0,23.77
2018-04-13 02:06:44 UTC,346,0.0,0.0,0.0,-0.01,21.64,68.03,-489.0,23.77
2018-04-13 02:16:43 UTC,347,0.0,0.0,0.0,0.02,21.69,67.53,-489.0,23.66
2018-04-13 02:26:42 UTC,348,0.0,0.0,0.0,0.02,21.74,66.97,-489.0,23.66
2018-04-13 02:36:42 UTC,349,0.0,0.0,0.0,0.02,21.49,68.12,-489.0,23.61
2018-04-13 02:46:41 UTC,350,0.0,0.0,0.0,0.02,21.32,68.23,-490.0,23.55
2018-04-13 02:56:40 UTC,351,0.0,0.0,0.0,0.02,21.16,68.23,-491.0,23.5
2018-04-13 03:06:39 UTC,352,0.0,0.0,0.0,0.02,21.0,68.41,-491.0,23.44
2018-04-13 03:16:39 UTC,353,0.0,0.0,0.0,-0.01,21.4,66.64,-491.0,23.39
2018-04-13 03:26:38 UTC,354,0.0,0.0,0.0,0.03,20.9,67.85,-492.0,23.34
2018-04-13 03:36:37 UTC,355,0.0,0.0,0.0,0.02,20.96,67.3,-492.0,23.28
2018-04-13 03:46:36 UTC,356,0.0,0.0,0.0,0.02,20.72,67.78,-493.0,23.28
2018-04-13 03:56:35 UTC,357,0.0,0.0,0.0,0.02,20.93,66.84,-493.0,23.23
2018-04-13 04:06:34 UTC,358,0.0,0.0,0.0,0.07,20.94,67.2,-493.0,23.17
2018-04-13 04:16:33 UTC,359,0.0,0.0,0.0,0.04,20.87,66.83,-494.0,23.12
2018-04-13 04:26:32 UTC,360,0.0,0.0,0.0,0.02,20.81,66.79,-494.0,23.07
2018-04-13 04:36:31 UTC,361,0.0,0.0,0.0,0.02,20.88,66.24,-494.0,23.01
2018-04-13 04:46:30 UTC,362,0.0,0.0,0.0,0.02,20.69,66.58,-495.0,23.01
2018-04-13 04:56:29 UTC,363,0.0,0.0,0.0,0.02,20.48,67.18,-495.0,22.96
2018-04-13 05:06:28 UTC,364,0.0,0.0,0.0,0.02,20.57,67.26,-495.0,22.9
2018-04-13 05:16:27 UTC,365,0.0,0.0,0.0,0.02,20.44,66.86,-495.0,22.85
2018-04-13 05:26:26 UTC,366,0.0,0.0,0.0,0.02,20.52,66.76,-496.0,22.8
2018-04-13 05:36:24 UTC,367,0.0,0.0,0.0,0.02,20.57,66.23,-497.0,22.74
2018-04-13 05:46:23 UTC,368,0.0,0.0,0.0,0.02,20.51,66.37,-498.0,22.69
2018-04-13 05:56:22 UTC,369,0.0,0.0,0.0,0.02,20.62,65.49,-498.0,22.69
2018-04-13 06:06:21 UTC,370,0.0,0.0,0.0,0.02,20.42,66.07,-498.0,22.63
2018-04-13 06:16:20 UTC,371,0.0,0.0,0.0,0.02,20.67,65.01,-499.0,22.58
2018-04-13 06:26:19 UTC,372,0.0,0.0,0.0,0.02,20.44,65.51,-499.0,22.52
2018-04-13 06:36:17 UTC,373,0.0,0.0,0.0,-0.02,20.14,66.53,-499.0,22.52
2018-04-13 11:15:41 UTC,374,186.0,102.0,2136.0,0.1,20.32,64.76,-504.0,21.55
2018-04-13 11:25:39 UTC,375,295.0,167.0,3340.0,0.14,20.47,64.76,-504.0,21.5
2018-04-13 11:35:38 UTC,376,368.0,191.0,4324.0,0.14,20.43,64.3,-503.0,21.5
2018-04-13 11:45:37 UTC,377,336.0,134.0,4312.0,0.14,20.56,63.68,-504.0,21.44
2018-04-13 11:55:36 UTC,378,422.0,165.0,5446.0,0.18,20.76,64.42,-503.0,21.44
2018-04-13 12:05:36 UTC,379,553.0,226.0,7048.0,0.18,20.8,62.66,-504.0,21.39
2018-04-13 12:15:35 UTC,380,957.0,458.0,11593.0,0.3,21.58,60.8,-503.0,21.44
2018-04-13 12:25:35 UTC,381,835.0,354.0,10527.0,0.26,21.9,59.1,-503.0,21.44
2018-04-13 12:35:34 UTC,382,910.0,405.0,11299.0,0.26,22.76,57.38,-503.0,21.39
2018-04-13 12:45:35 UTC,383,1334.0,639.0,16155.0,0.3,23.29,55.7,-503.0,21.39
2018-04-13 12:55:35 UTC,384,1915.0,933.0,23049.0,0.51,25.04,51.85,-502.0,21.44
2018-04-13 13:05:37 UTC,385,2112.0,973.0,25926.0,0.54,24.67,54.33,-501.0,21.5
2018-04-13 13:15:39 UTC,386,1850.0,801.0,23173.0,0.5,24.16,57.42,-499.0,21.5
2018-04-13 13:25:41 UTC,387,2051.0,972.0,24932.0,0.48,23.57,60.33,-498.0,21.55
2018-04-13 13:35:44 UTC,388,1555.0,630.0,19869.0,0.38,25.29,58.32,-498.0,21.61
2018-04-13 13:45:47 UTC,389,2712.0,2224.0,23073.0,0.59,26.28,55.53,-497.0,21.66
2018-04-13 13:55:51 UTC,390,3103.0,1464.0,23073.0,0.7,24.12,59.04,-495.0,21.71
2018-04-13 14:05:56 UTC,391,2753.0,2183.0,24271.0,1.13,24.15,59.72,-493.0,21.82
2018-04-13 14:15:58 UTC,392,2106.0,869.0,26767.0,0.58,24.52,59.85,-492.0,21.88
2018-04-13 14:26:02 UTC,393,2975.0,1206.0,26767.0,0.82,22.99,64.08,-492.0,21.98
2018-04-13 14:36:05 UTC,394,3335.0,1363.0,26767.0,0.91,23.4,63.06,-489.0,22.04
2018-04-13 15:30:41 UTC,395,2832.0,1122.0,-29121.0,0.76,25.02,59.51,-482.0,22.58
2018-04-13 15:40:46 UTC,396,2108.0,850.0,26971.0,0.57,24.74,60.1,-481.0,22.69
2018-04-13 15:50:49 UTC,397,1561.0,650.0,19787.0,0.4,23.88,61.55,-480.0,22.74
2018-04-13 16:00:52 UTC,398,972.0,441.0,11993.0,0.24,24.12,61.69,-480.0,22.8
2018-04-13 16:10:56 UTC,399,2175.0,879.0,27811.0,0.65,24.07,62.74,-480.0,22.85
2018-04-13 16:20:57 UTC,400,2026.0,814.0,25949.0,0.61,22.93,64.56,-479.0,22.9
2018-04-13 16:30:59 UTC,401,2246.0,909.0,28707.0,0.65,24.42,60.87,-480.0,22.96
2018-04-13 16:41:01 UTC,402,3288.0,1648.0,28707.0,1.23,24.86,58.59,-479.0,23.01
2018-04-13 16:51:05 UTC,403,3330.0,1606.0,28707.0,1.17,25.55,56.69,-477.0,23.12
2018-04-13 17:01:09 UTC,404,2918.0,1175.0,28707.0,0.76,25.99,57.96,-476.0,23.17
2018-04-13 17:11:13 UTC,405,3164.0,1772.0,28707.0,1.35,25.38,57.23,-474.0,23.28
2018-04-13 17:21:17 UTC,406,2894.0,1168.0,28707.0,0.82,26.23,55.29,-475.0,23.39
2018-04-13 17:31:21 UTC,407,2438.0,997.0,31068.0,0.65,26.63,56.18,-474.0,23.44
2018-04-13 17:41:25 UTC,408,3513.0,1423.0,31068.0,1.06,26.57,54.89,-473.0,23.55
2018-04-14 03:29:08 UTC,409,0.0,0.0,0.0,0.02,22.2,66.08,-493.0,23.28
2018-04-14 03:49:07 UTC,410,0.0,0.0,0.0,-0.01,21.93,67.28,-490.0,23.17
2018-04-14 03:59:08 UTC,411,0.0,0.0,0.0,0.0,22.64,65.83,-491.0,23.17
2018-04-14 04:09:06 UTC,412,0.0,0.0,0.0,0.0,22.72,66.02,-489.0,23.12
2018-04-14 04:19:06 UTC,413,0.0,0.0,0.0,0.0,22.04,66.98,-489.0,23.12
2018-04-14 04:29:04 UTC,414,0.0,0.0,0.0,-0.01,22.08,66.83,-489.0,23.12
2018-04-14 04:39:04 UTC,415,0.0,0.0,0.0,0.0,21.75,67.42,-489.0,23.07
2018-04-14 04:49:04 UTC,416,0.0,0.0,0.0,-0.01,21.43,67.81,-489.0,23.01
2018-04-14 04:59:02 UTC,417,0.0,0.0,0.0,0.04,21.68,66.57,-489.0,23.01
2018-04-14 05:09:02 UTC,418,0.0,0.0,0.0,0.02,21.57,66.88,-488.0,23.01
2018-04-14 05:19:01 UTC,419,0.0,0.0,0.0,-0.01,21.5,68.07,-489.0,22.96
2018-04-14 05:39:00 UTC,420,0.0,0.0,0.0,0.02,22.16,66.7,-488.0,22.9
2018-04-14 05:48:59 UTC,421,0.0,0.0,0.0,0.02,21.73,66.55,-488.0,22.85
2018-04-14 05:58:59 UTC,422,0.0,0.0,0.0,-0.01,21.61,67.82,-488.0,22.85
2018-04-14 06:08:58 UTC,423,0.0,0.0,0.0,0.02,21.69,67.84,-488.0,22.85
2018-04-14 06:18:57 UTC,424,0.0,0.0,0.0,0.02,21.44,68.08,-488.0,22.8
2018-04-14 06:28:57 UTC,425,0.0,0.0,0.0,0.02,21.58,67.51,-488.0,22.8
2018-04-14 06:38:56 UTC,426,0.0,0.0,0.0,0.02,21.66,67.11,-487.0,22.8
2018-04-14 06:48:55 UTC,427,0.0,0.0,0.0,0.02,21.8,66.56,-487.0,22.74
2018-04-14 06:58:55 UTC,428,0.0,0.0,0.0,-0.03,21.73,67.12,-487.0,22.74
2018-04-14 07:08:55 UTC,429,0.0,0.0,0.0,0.02,22.2,65.49,-487.0,22.69
2018-04-14 07:18:53 UTC,430,0.0,0.0,0.0,0.02,21.44,68.13,-487.0,22.69
2018-04-14 07:38:52 UTC,431,0.0,0.0,0.0,0.02,21.9,65.89,-487.0,22.63
2018-04-14 07:48:51 UTC,432,0.0,0.0,0.0,0.03,22.0,66.81,-487.0,22.63
2018-04-14 07:58:51 UTC,433,0.0,0.0,0.0,-0.02,22.0,66.48,-488.0,22.58
2018-04-14 08:08:51 UTC,434,0.0,0.0,0.0,-0.02,21.98,66.63,-488.0,22.58
2018-04-14 08:18:50 UTC,435,0.0,0.0,0.0,-0.02,21.85,67.71,-487.0,22.58
2018-04-14 08:28:49 UTC,436,0.0,0.0,0.0,-0.02,21.89,67.66,-487.0,22.52
2018-04-14 08:38:49 UTC,437,0.0,0.0,0.0,0.02,21.8,69.39,-496.0,22.52
2018-04-14 08:48:48 UTC,438,0.0,0.0,0.0,0.02,21.65,70.13,-500.0,22.52
2018-04-14 08:58:48 UTC,439,0.0,0.0,0.0,0.02,21.72,69.89,-502.0,22.47
2018-04-14 09:08:47 UTC,440,0.0,0.0,0.0,0.02,21.64,70.25,-502.0,22.42
2018-04-14 09:18:46 UTC,441,0.0,0.0,0.0,-0.02,21.48,69.93,-503.0,22.42
2018-04-14 09:28:45 UTC,442,0.0,0.0,0.0,0.02,21.54,68.75,-504.0,22.36
2018-04-14 09:48:44 UTC,443,0.0,0.0,0.0,0.02,20.88,70.88,-506.0,22.31
2018-04-14 10:08:42 UTC,444,0.0,0.0,0.0,0.02,21.23,70.34,-507.0,22.2
2018-04-14 10:18:41 UTC,445,0.0,0.0,0.0,0.02,21.29,69.92,-508.0,22.2
2018-04-14 11:08:37 UTC,446,3.0,1.0,40.0,0.02,21.23,70.34,-511.0,21.98
2018-04-14 11:18:36 UTC,447,13.0,4.0,176.0,0.02,20.55,72.43,-511.0,21.93
2018-04-14 11:38:34 UTC,448,69.0,27.0,890.0,0.06,20.59,72.39,-514.0,21.77
2018-04-14 11:48:33 UTC,449,148.0,60.0,1891.0,0.06,20.52,72.6,-515.0,21.71
2018-04-14 11:58:32 UTC,450,264.0,108.0,3364.0,0.1,20.36,71.84,-515.0,21.66
2018-04-14 12:08:31 UTC,451,368.0,152.0,4676.0,0.14,20.55,71.42,-514.0,21.66
2018-04-14 12:18:30 UTC,452,513.0,222.0,6427.0,0.18,20.85,71.37,-513.0,21.66
2018-04-14 12:28:29 UTC,453,886.0,385.0,11086.0,0.3,21.25,69.7,-515.0,21.66
2018-04-14 12:38:29 UTC,454,1195.0,503.0,15099.0,0.38,21.97,69.38,-510.0,21.66
2018-04-14 12:48:29 UTC,455,1316.0,550.0,16663.0,0.42,22.29,68.69,-509.0,21.66
2018-04-14 12:58:29 UTC,456,1395.0,582.0,17672.0,0.46,21.98,68.81,-506.0,21.71
2018-04-14 13:08:29 UTC,457,1588.0,677.0,19987.0,0.5,22.35,69.22,-502.0,21.77
2018-04-14 13:18:29 UTC,458,1907.0,838.0,23776.0,0.54,22.2,67.28,-501.0,21.77
2018-04-14 13:28:30 UTC,459,1992.0,874.0,24848.0,0.58,22.41,67.53,-500.0,21.82
2018-04-14 13:38:31 UTC,460,2459.0,1155.0,29986.0,0.62,23.2,65.6,-499.0,21.88
2018-04-14 13:48:32 UTC,461,2173.0,2763.0,11661.0,1.02,23.96,65.23,-497.0,21.93
2018-04-14 13:58:34 UTC,462,2691.0,1177.0,11661.0,0.7,23.5,63.66,-495.0,21.98
2018-04-14 14:08:36 UTC,463,2748.0,1144.0,11661.0,0.74,23.26,66.18,-493.0,22.04
2018-04-14 14:18:38 UTC,464,3052.0,1246.0,11661.0,0.87,23.21,67.56,-492.0,22.09
2018-04-14 14:28:40 UTC,465,2716.0,1095.0,11661.0,0.79,22.71,68.49,-492.0,22.15
2018-04-14 14:48:44 UTC,466,2130.0,864.0,27206.0,0.58,21.49,69.77,-489.0,22.25
2018-04-14 14:58:46 UTC,467,2633.0,1091.0,27206.0,0.74,21.99,67.79,-488.0,22.36
2018-04-14 15:18:50 UTC,468,2967.0,1136.0,10237.0,0.86,24.2,64.9,-484.0,22.47
2018-04-14 15:28:53 UTC,469,3053.0,1185.0,10237.0,0.91,23.4,65.14,-482.0,22.58
2018-04-14 15:38:56 UTC,470,3315.0,1298.0,10237.0,0.98,23.16,65.83,-481.0,22.63
2018-04-14 15:48:59 UTC,471,3499.0,1437.0,10237.0,1.03,23.16,64.12,-480.0,22.69
2018-04-14 15:59:02 UTC,472,2264.0,2672.0,12982.0,1.44,24.03,64.26,-478.0,22.8
2018-04-14 16:09:05 UTC,473,2510.0,2426.0,17172.0,1.4,24.46,59.83,-477.0,22.9
2018-04-14 16:19:11 UTC,474,3376.0,1560.0,17172.0,1.05,25.44,59.46,-475.0,23.01
2018-04-14 16:39:19 UTC,475,3376.0,4936.0,847.0,2.53,25.14,62.04,-472.0,23.23
2018-04-14 16:49:24 UTC,476,2888.0,2048.0,28215.0,1.35,25.14,62.78,-470.0,23.39
2018-04-14 16:59:30 UTC,477,3075.0,1190.0,28215.0,0.79,23.8,65.47,-466.0,23.55
2018-04-14 17:09:36 UTC,478,3402.0,1534.0,28215.0,1.05,24.79,60.61,-463.0,23.71
2018-04-14 17:19:41 UTC,479,3322.0,1255.0,28215.0,0.98,23.53,64.16,-462.0,23.88
2018-04-14 17:29:46 UTC,480,3322.0,4936.0,847.0,4.51,25.41,59.46,-459.0,24.04
2018-04-14 17:39:53 UTC,481,3322.0,4936.0,847.0,3.87,24.44,61.46,-454.0,24.31
2018-04-14 17:50:01 UTC,482,256.0,4680.0,978.0,1.94,24.78,61.12,-451.0,24.53
2018-04-14 18:00:08 UTC,483,3657.0,1228.0,-16518.0,0.97,25.48,60.64,-448.0,24.8
2018-04-14 18:10:15 UTC,484,3657.0,4936.0,847.0,3.29,24.46,62.13,-446.0,25.01
2018-04-14 18:20:22 UTC,485,2033.0,718.0,26931.0,0.49,24.24,62.03,-443.0,25.23
2018-04-14 18:30:29 UTC,486,2136.0,756.0,28281.0,0.44,25.2,60.44,-442.0,25.44
2018-04-14 18:40:33 UTC,487,2136.0,4936.0,847.0,2.61,24.28,61.47,-442.0,25.55
2018-04-14 18:50:38 UTC,488,1342.0,457.0,17930.0,0.36,24.62,60.85,-443.0,25.71
2018-04-14 19:00:42 UTC,489,1807.0,695.0,23424.0,0.52,24.17,59.63,-444.0,25.77
2018-04-14 19:10:44 UTC,490,1372.0,505.0,17990.0,0.44,23.83,61.14,-446.0,25.82
2018-04-14 19:20:47 UTC,491,2317.0,894.0,30009.0,0.69,24.5,56.19,-447.0,25.88
2018-04-14 19:30:52 UTC,492,2610.0,1038.0,30009.0,0.76,25.1,54.47,-449.0,25.82
2018-04-14 19:40:53 UTC,493,2385.0,924.0,30856.0,0.67,25.6,56.07,-450.0,25.82
2018-04-14 19:50:56 UTC,494,1868.0,721.0,24192.0,0.55,24.08,56.51,-451.0,25.82
2018-04-14 20:00:59 UTC,495,1718.0,667.0,22214.0,0.49,24.9,55.51,-452.0,25.77
2018-04-14 20:11:02 UTC,496,1525.0,585.0,19782.0,0.43,24.84,56.99,-453.0,25.71
2018-04-14 20:21:04 UTC,497,1853.0,717.0,23981.0,0.56,25.23,56.11,-454.0,25.66
2018-04-14 20:31:07 UTC,498,1511.0,602.0,19399.0,0.41,25.41,56.7,-454.0,25.66
2018-04-14 20:41:10 UTC,499,1606.0,620.0,20797.0,0.45,24.39,60.36,-455.0,25.61
2018-04-14 20:51:11 UTC,500,1465.0,553.0,19085.0,0.41,24.85,57.86,-456.0,25.61
2018-04-14 21:01:14 UTC,501,1096.0,438.0,14059.0,0.25,24.7,59.59,-455.0,25.55
2018-04-14 21:11:16 UTC,502,461.0,165.0,6087.0,0.11,23.31,63.2,-457.0,25.5
2018-04-14 21:21:17 UTC,503,261.0,99.0,3396.0,0.06,23.77,62.6,-457.0,25.44
2018-04-14 21:31:18 UTC,504,331.0,114.0,4411.0,0.08,23.68,62.61,-459.0,25.44
2018-04-14 21:41:19 UTC,505,314.0,110.0,4168.0,0.11,22.89,64.56,-458.0,25.39
2018-04-14 21:51:20 UTC,506,197.0,71.0,2597.0,0.11,22.44,66.93,-459.0,25.34
2018-04-14 22:01:21 UTC,507,217.0,76.0,2880.0,0.03,22.21,68.2,-460.0,25.28
2018-04-14 22:11:22 UTC,508,148.0,51.0,1972.0,0.02,22.93,67.15,-461.0,25.17
2018-04-14 22:21:22 UTC,509,110.0,34.0,1489.0,0.02,22.6,67.34,-460.0,25.17
2018-04-14 22:31:22 UTC,510,62.0,16.0,856.0,0.02,22.87,67.71,-462.0,25.12
2018-04-14 22:41:23 UTC,511,58.0,14.0,806.0,0.02,22.63,68.17,-463.0,25.07
2018-04-14 22:51:23 UTC,512,41.0,10.0,570.0,0.02,23.13,66.89,-463.0,25.01
2018-04-14 23:01:23 UTC,513,20.0,5.0,277.0,-0.02,23.32,65.29,-463.0,24.96
2018-04-14 23:11:23 UTC,514,6.0,2.0,80.0,-0.06,22.97,65.37,-463.0,24.96
2018-04-14 23:21:23 UTC,515,1.0,0.0,14.0,-0.02,23.57,63.36,-464.0,24.9
2018-04-14 23:31:23 UTC,516,0.0,0.0,0.0,-0.02,23.12,65.4,-464.0,24.85
2018-04-14 23:41:24 UTC,517,0.0,0.0,0.0,-0.02,23.29,64.7,-464.0,24.8
2018-04-14 23:51:24 UTC,518,0.0,0.0,0.0,-0.02,22.98,65.07,-464.0,24.74
2018-04-15 00:01:24 UTC,519,0.0,0.0,0.0,-0.02,23.5,63.76,-466.0,24.74
2018-04-15 00:11:24 UTC,520,0.0,0.0,0.0,-0.02,23.57,62.84,-465.0,24.63
2018-04-15 00:21:24 UTC,521,0.0,0.0,0.0,-0.02,23.71,61.43,-465.0,24.63
